33.259156,-117.237501,01A-L
33.282791,-117.218367,01B-BL
33.287028,-117.220816,01C-S
33.266518,-117.156965,01D-R
33.250478,-117.153396,01E-L
33.255738,-117.068078,01F-BR
33.222224,-117.036666,01G-L
33.231325,-117.020446,01H-BR
33.288445,-116.958689,01I-R
33.199745,-116.710258,02A-L
33.249343,-116.673949,02B-R
33.219787,-116.604762,02C-L
33.256433,-116.399459,02D-R
33.256553,-116.375731,02E-BR
33.255952,-116.374959,02F-R
33.21111,-116.330062,02G-S
33.157346,-116.244486,02H-L
33.125796,-115.855248,02I-R
32.978472,-115.541846,03A-S
32.974166,-115.408081,03B-L
33.478425,-114.731126,03C-R
33.477833,-114.70869,03D-L
33.507053,-114.708766,03E-R
33.507012,-114.656032,03F-L
33.610137,-114.657823,03G-R
33.605335,-114.535561,04A-S
33.605594,-114.537269,04B-R
33.662614,-114.020148,04C-BR
33.942954,-113.143561,05A-L
34.163275,-112.844282,06A-L
34.369485,-112.665659,06B-L
34.417119,-112.710327,06C-R
34.562733,-112.487732,06D-BL
34.567924,-112.482362,07A-L
34.628906,-112.43943,07B-R
34.639737,-112.315912,07C-L
34.761688,-112.064275,07D-R
34.728595,-112.009444,07E-R
34.722281,-112.003984,08A-S
35.139811,-111.685807,08B-S
35.177231,-111.662981,08C-R
35.181742,-111.653066,08D-L
35.197309,-111.648289,08E-R
35.216514,-111.594223,08F-S
36.075962,-111.391918,09A-R
36.707645,-110.247204,10A-L
37.151036,-109.867136,11A-R
37.265578,-109.627367,12A-S
37.286563,-109.545058,12B-R
37.262535,-109.305656,12C-R
37.26187,-109.305887,12D-L
37.219234,-109.191872,13A-L
37.312321,-108.609604,13B-L
37.347181,-108.594257,13C-BR
37.26855,-107.885437,14A-L
37.270601,-107.884622,14B-R
37.268114,-107.872613,14C-R
37.263391,-107.874155,14D-BR
37.261335,-107.877582,14E-L
37.229701,-107.79588,15A-R
37.115123,-107.633315,15B-L
37.210299,-107.263298,15C-R
37.269487,-106.994783,16A-BR
36.905318,-106.791798,16B-S
36.882867,-106.584871,16C-L
37.069368,-106.014789,17A-R
36.645204,-105.967464,18A-L
36.457188,-105.595787,18B-R
36.41629,-105.569516,18C-R
36.409766,-105.574414,18D-L
36.409208,-105.572184,18E-L
36.45698,-105.595453,19A-S
36.704249,-105.59552,19B-R
36.704073,-105.399127,19C-BL
36.553413,-105.266626,20A-L
36.510057,-104.908934,20B-R
36.448919,-104.59743,20C-R
36.387314,-104.598103,21A-L
36.386807,-104.594049,21B-R
36.361098,-104.596101,21C-L
36.728964,-102.513129,22A-R
36.72961,-102.512358,22B-R
36.725564,-102.482516,22C-BL
37.169799,-101.347986,23A-S
37.170231,-100.922814,23B-L
37.271674,-100.868782,23C-R
37.271376,-100.589677,23D-R
37.25701,-100.589616,24A-L
37.286139,-100.315515,24B-BL
37.667858,-98.044095,26A-BR
37.666516,-98.044841,26B-R
37.719139,-98.045026,26C-R
37.721648,-97.535377,26D-L
37.779099,-97.536024,26E-R
37.781424,-97.317421,27A-L
37.795999,-97.317552,27B-R
37.797943,-97.262609,27C-R
37.795381,-97.262517,27D-L
37.79956,-97.009799,27E-R
37.796096,-97.00516,27F-S
37.796617,-96.992342,27G-R
37.796153,-96.898982,27H-L
37.817345,-96.89869,27I-R
37.855384,-94.713635,29A-R
37.854853,-94.713688,29B-L
37.841965,-94.707342,30A-L
37.842064,-94.702466,30B-S
37.836785,-94.341306,30C-L
38.552403,-92.198758,32A-BR
38.553341,-92.196673,32B-L
38.554166,-92.198408,32C-R
38.578064,-92.171386,32D-L
38.578665,-92.17216,32E-BR
38.579955,-92.173963,33A-BR
38.584628,-92.180488,33B-BR
38.598458,-92.168094,33C-BR
38.724835,-91.704646,33D-R
38.728943,-91.446266,33E-R
38.707015,-91.437635,33F-R
38.538328,-91.005593,34A-L
38.599994,-91.005155,34B-R
38.605616,-90.994663,34C-S
38.644444,-90.961487,34D-L
38.685953,-90.952209,34E-R
38.710765,-90.878094,34F-L
38.809245,-90.853924,34G-R
38.809676,-90.852512,34H-L
38.810665,-90.852809,34I-R
38.811878,-90.842269,34J-BL
38.803754,-90.64888,34K-L
38.805728,-90.634419,34L-R
38.804958,-90.630129,34M-L
38.861351,-90.618722,34N-R
38.832943,-90.469589,34O-L
38.852244,-90.447618,34P-S
38.874564,-90.399502,34Q-R
38.910441,-90.352206,34R-R
38.861265,-90.223201,34S-L
38.887997,-90.172394,35A-R
38.887369,-90.170471,35B-L
38.88778,-90.166901,35C-R
38.887907,-90.160464,35D-L
38.903317,-90.149293,35E-R
38.897697,-89.439123,35F-S
38.897612,-89.419477,35G-BR
38.892767,-89.416472,35H-BL
38.892752,-89.413561,35I-R
38.88713,-89.41351,35J-L
38.878681,-89.390641,35K-L
38.972347,-89.136031,36A-R
38.967263,-89.130409,36B-S
38.964077,-89.093112,36C-R
38.960828,-89.093154,36D-L
38.960262,-89.08612,36E-BL
39.120255,-88.556289,37a-r
39.119654,-88.537443,37A-R
39.008034,-87.684838,37B-L
39.106996,-87.684456,37C-R
39.102842,-87.425083,37D-R
39.074247,-87.41293,37E-L
39.073824,-87.40964,37F-L
39.076176,-87.409455,37G-R
39.066954,-87.191059,38A-BR
39.035648,-87.181172,38B-BL
39.039496,-86.741882,38C-L
39.083353,-86.756137,38D-R
39.170639,-86.680893,38E-R
39.164852,-86.582914,38F-L
39.19364,-86.571404,38G-R
39.18634,-86.528492,38H-R
39.179054,-86.528401,38I-L
39.179862,-86.507079,38J-R
39.160928,-86.497668,39A-R
39.160928,-86.50236,39B-R
39.164218,-86.502405,39C-R
39.20296,-86.247084,39D-R
39.198331,-85.929775,39E-S
39.199047,-85.923815,39F-R
39.200425,-85.91059,39G-S
39.206986,-85.904288,39H-BR
39.209673,-85.876487,39I-S
39.223288,-85.876086,39J-R
39.332513,-85.522045,39K-BR
39.306123,-85.218157,40A-L
39.313588,-85.208503,40B-BL
39.338737,-85.206481,40C-R
39.338734,-85.199365,40D-R
39.337618,-85.199127,40E-L
39.34638,-85.152197,40F-R
39.342985,-85.137911,40G-R
39.33938,-85.137773,40H-L
39.339681,-85.113796,40I-BL
39.39328,-85.085586,40J-R
39.420624,-85.012678,40K-S
39.420661,-85.009034,40l-l
39.432718,-85.004575,40m-br
39.441102,-84.97346,40N-R
39.439345,-84.973483,40O-L
39.481339,-84.825421,40P-L
39.494012,-84.821824,40Q-R
39.50049,-84.758973,40R-S
39.500678,-84.749518,40S-L
39.507437,-84.749404,41A-R
39.507186,-84.730703,41B-L
39.507732,-84.730693,41C-R
39.510441,-84.608598,41D-R
39.493936,-84.568401,41E-L
39.473873,-84.342931,41F-R
39.472102,-84.343512,41G-L
39.449962,-84.236565,41H-R
39.435875,-84.215181,41I-S
39.433917,-84.215468,41J-L
39.430339,-84.187533,41K-R
39.363524,-84.173689,41L-L
39.356712,-84.129199,41M-R
39.353866,-84.127774,41N-R
39.353239,-84.130588,41O-L
39.347453,-84.130128,41P-L
39.344397,-84.095165,41Q-R
39.288955,-84.004989,41R-L
39.296372,-83.983551,42A-R
39.295075,-83.982134,42B-BL
39.323974,-83.691803,42C-L
39.325639,-83.690163,42D-R
39.325004,-83.688998,42E-L
39.345262,-83.554857,42F-BL
39.347923,-83.06445,42G-L
39.318605,-82.894382,43A-R
39.289948,-82.874598,43B-L
39.26763,-82.584839,43C-BL
39.210594,-82.235977,43D-L
39.300774,-82.108839,43E-S
39.304065,-82.103063,43F-S
39.326591,-82.10139,43G-L
39.332254,-82.100912,43H-R
39.332085,-82.098135,43I-L
39.212421,-81.816393,44A-BL
39.284926,-81.652011,44B-BR
39.262538,-81.057366,44C-BR
39.283721,-80.399878,45A-R
39.281391,-80.406232,45B-L
39.268572,-80.372545,45C-L
39.272389,-80.36881,45D-R
39.26707,-80.361213,45E-BL
39.268265,-80.354514,45F-R
39.264628,-80.327232,45G-L
39.278913,-80.321304,45H-R
39.278355,-80.293107,45I-R
39.277775,-80.293091,45J-L
39.293285,-79.347508,46A-BR
39.36852,-79.033931,47A-BL
39.595407,-78.829155,47B-L
39.595763,-78.834499,47C-R
39.63064,-78.837207,47D-R
39.638972,-78.830407,47E-R
39.670297,-78.790502,48A-BR
39.659829,-78.776125,48B-L
39.655205,-78.760956,48C-L
39.67845,-78.736654,48D-R
39.674504,-78.727387,48E-R
39.672839,-78.727847,48F-L
39.677173,-78.45822,48G-L
39.686997,-78.438951,48H-BR
39.702408,-78.353815,48I-R
39.701039,-78.353759,48J-L
39.705066,-78.328825,48K-S
39.705501,-78.297084,48L-R
39.699311,-78.181928,49A-L
39.726183,-78.168485,49B-R
39.730334,-78.144675,49C-R
39.723821,-78.112334,49D-R
39.722445,-78.113219,49E-L
39.717314,-78.11045,49F-L
39.710508,-78.101722,49G-L
39.712139,-78.08775,49H-R
39.705327,-78.074396,49I-BL
39.705106,-78.07417,49J-L
39.723509,-78.060054,49K-R
39.867419,-77.965716,49L-R
39.825311,-77.903622,49M-BL
39.738023,-77.530828,49N-S
39.738366,-77.480353,50A-R
39.743015,-77.415269,50B-L
39.768871,-77.38517,50C-R
39.76626,-77.381739,50D-L
39.795568,-77.357314,50E-R
39.769094,-77.3138,50F-L
39.794236,-77.231141,50G-R
39.792229,-77.230917,50H-L
39.785099,-77.195323,50I-L
39.791957,-77.191925,50J-R
39.793665,-76.991243,50L-R
39.787217,-76.984123,50M-L
39.792953,-76.975113,50N-R
39.664204,-76.886452,51A-R
39.354164,-77.170277,51B-L
39.353937,-77.169646,51C-L
39.744754,-77.088176,51K-L
39.359384,-77.158778,52A-R
39.352991,-77.157634,52B-BL
39.346161,-77.158264,52C-L
39.339501,-77.153086,52D-R
39.273958,-77.15544,52E-L
39.254835,-77.143721,52F-S
39.221534,-77.059867,52G-S
39.19918,-77.024209,52H-BR
39.192883,-77.026428,52I-L
39.20012,-76.980034,52J-BR
39.101377,-76.856087,52K-L
39.089656,-76.758084,52L-S
39.088285,-76.721569,52M-BR
39.057217,-76.656988,53A-S
39.059611,-76.627762,53B-R
39.04128,-76.606426,53C-L
38.991144,-76.549512,53D-L
38.991978,-76.546601,53E-R
38.991426,-76.546471,53F-L
38.991806,-76.544553,53G-L
38.992449,-76.544657,53H-R
38.982164,-76.496093,53I-BR
38.980013,-76.495168,53J-S
38.978709,-76.493174,53K-R
38.978274,-76.492373,53L-R
38.976064,-76.489089,53M-L
38.977416,-76.487723,53N-R
38.977991,-76.486785,53O-R
